,manage_no,approval_date,business_state,detailed_state,phone_no,store_size,postal_code,address,road_address,road_addr_postal_code,name,updated_date,renewed_date,type,coords_X,coords_Y,longitude,latitude
0,3200000-102-2014-00001,2014-01-17,영업/정상,영업,,46.31,151-930,서울특별시 관악구 신림동 1639-23,"서울특별시 관악구 남부순환로 1596, 나동 지하1층 (신림동)",8776,오예스노래빠,2023-03-10 11:00:21,2022-12-02 23:02:00.0,룸살롱,126.92801653285407,37.483795051297626,126.92801653285407,37.483795051297626
1,3200000-102-2000-10195,2000-03-17,영업/정상,영업,02 5254196,96.25,151-800,서울특별시 관악구 남현동 1061-22,서울특별시 관악구 과천대로 945 (남현동),8807,수,2023-03-14 17:29:22,2022-12-02 23:06:00.0,룸살롱,126.98139498960148,37.4749845680884,126.98139498960148,37.4749845680884
2,3200000-102-2007-00004,2007-09-28,영업/정상,영업,02  882 0778,82.52,151-848,서울특별시 관악구 봉천동 857-5 외 1필지 지하1층,"서울특별시 관악구 관악로 174 (봉천동,외 1필지 지하1층)",8788,텔미노래바,2023-03-02 17:08:28,2022-12-03 00:04:00.0,비어(바)살롱,126.95292960190493,37.48064238134562,126.95292960190493,37.48064238134562
3,3200000-102-2017-00001,2017-01-09,영업/정상,영업,,62.87,151-892,서울특별시 관악구 신림동 1432-76,"서울특별시 관악구 신림로 351, 지하1층 (신림동)",8760,사탕노래빠,2023-02-15 15:22:54,2022-12-01 23:07:00.0,룸살롱,126.92923082895676,37.48564743424582,126.92923082895676,37.48564743424582
4,3200000-102-2019-00005,20190910,영업/정상,영업,,68.57,151930,서울특별시 관악구 신림동 1640-30,"서울특별시 관악구 남부순환로176길 11, 지하1층 (신림동)",8776,여우노래빠,2022-11-17 10:08:40,2021-10-31 23:09:00.0,룸살롱,126.92856663941018,37.48345423580051,126.92856663941018,37.48345423580051
5,3200000-102-2002-00002,20020307,영업/정상,영업,,70.02,151890,서울특별시 관악구 신림동 1423-28,"서울특별시 관악구 봉천로12길 69, 지하1층 (신림동)",8754,루비,2022-10-20 10:41:23,2021-10-30 22:02:00.0,룸살롱,126.93032472478684,37.48573026177687,126.93032472478684,37.48573026177687
6,3200000-102-2000-10140,20000221,영업/정상,영업,02 8594657,152.60,151875,서울특별시 관악구 신림동 527-11,서울특별시 관악구 난곡로66길 14 (신림동),8761,자이노래빠,2022-04-14 13:44:12,2021-12-03 23:06:00.0,룸살롱,126.9152218638729,37.48251526802364,126.9152218638729,37.48251526802364
7,3200000-102-2023-00001,2023-02-03,영업/정상,영업,,95.21,151-834,서울특별시 관악구 봉천동 851-30,"서울특별시 관악구 관악로 192, 지층 (봉천동)",8737,청개구리,2023-02-02 13:34:33,2022-12-02 00:04:00.0,노래클럽,126.95363548774756,37.4821867536835,126.95363548774756,37.4821867536835
8,3200000-102-2000-10900,2000-07-13,영업/정상,영업,02 8679818,94.14,151-903,서울특별시 관악구 신림동 1655-9,"서울특별시 관악구 시흥대로 566, 지하1층 (신림동)",8769,B투B룸비지니스,2023-02-06 10:41:42,2022-12-02 00:08:00.0,룸살롱,126.90251154814354,37.48313085352787,126.90251154814354,37.48313085352787
9,3200000-102-2012-00004,20120601,영업/정상,영업,02 882 8590,272.00,151930,서울특별시 관악구 신림동 1640-2,서울특별시 관악구 남부순환로 1600 (신림동),8776,논다노래타운 신림점,2022-11-24 16:59:01,2021-10-31 22:06:00.0,간이주점,126.92850150524605,37.48376689376671,126.92850150524605,37.48376689376671
10,3200000-102-2022-00001,20220203,영업/정상,영업,,50.65,151930,서울특별시 관악구 신림동 1639-1 신림빌딩,"서울특별시 관악구 남부순환로 1588, 신림빌딩 3층 (신림동)",8776,망고노래빠,2022-04-19 13:31:47,2021-12-03 22:01:00.0,노래클럽,193480.726441546,442387.810878579,126.92707938812124,37.48365987683693
11,3200000-102-2000-07734,20001011,영업/정상,영업,02 8562262,95.34,151875,서울특별시 관악구 신림동 529-7,서울특별시 관악구 난곡로66길 7 (신림동),8761,W 노래빠,2022-06-15 10:08:52,2021-12-05 23:07:00.0,스텐드바,192393.663310822,442281.964358668,126.91478972409712,37.482697817135886
12,3200000-102-2022-00002,20220414,영업/정상,영업,,95.48,151892,서울특별시 관악구 신림동 1431-18,"서울특별시 관악구 신림동1길 25-6, 지하1층 (신림동)",8760,시크릿,2022-12-07 13:05:25,2021-11-02 00:09:00.0,룸살롱,193636.167519073,442688.22950769,126.92883424494973,37.48636774407898
13,3200000-102-2022-00003,20220621,영업/정상,영업,,66.02,151930,서울특별시 관악구 신림동 1640-29 제일빌딩,"서울특별시 관악구 남부순환로176길 9, 제일빌딩 2층 (신림동)",8776,아쿠아,2022-06-21 17:09:01,2021-12-05 22:03:00.0,룸살롱,193611.440762797,442378.040095469,126.9285573819392,37.48357276382314
14,3200000-102-2022-00004,20220621,영업/정상,영업,,65.28,151930,서울특별시 관악구 신림동 1640-29 제일빌딩,"서울특별시 관악구 남부순환로176길 9, 제일빌딩 2층 (신림동)",8776,깐부,2022-06-21 17:23:21,2021-12-05 22:03:00.0,룸살롱,193611.440762797,442378.040095469,126.9285573819392,37.48357276382314
15,3200000-102-2011-00005,20110818,영업/정상,영업,,58.98,151930,서울특별시 관악구 신림동 1639-19 지하1층,"서울특별시 관악구 남부순환로 1594-1, 지하1층 (신림동)",8776,플랙스(FLEX),2022-04-14 15:19:20,2021-12-03 23:06:00.0,룸살롱,193549.635165812,442401.403628917,126.92785837739416,37.483782835852274
16,3200000-102-2010-00007,20101008,영업/정상,영업,02  877 9705,58.06,151890,서울특별시 관악구 신림동 1424-11 3층,"서울특별시 관악구 신림로 356 (신림동,3층)",8754,세븐노래,2022-06-28 11:27:10,2021-12-05 21:00:00.0,룸살롱,193715.720946633,442661.600592493,126.92973396974836,37.48612836737644
17,3200000-102-2008-00008,20080612,영업/정상,영업,,80.86,151892,서울특별시 관악구 신림동 1432-73 지상4층,"서울특별시 관악구 신림로 353 (신림동,지상4층)",8760,딱따구리,2022-12-01 10:00:12,2021-11-02 00:03:00.0,룸살롱,193667.814824278,442621.679865443,126.92919265291452,37.48576835119263
18,3200000-102-2006-00004,20060830,영업/정상,영업,,271.46,151890,서울특별시 관악구 신림동 1422-17,서울특별시 관악구 남부순환로 1627 (신림동),8754,초콜렛바,2022-08-29 17:13:21,2021-12-07 21:01:00.0,스텐드바,193859.537537582,442511.026089094,126.93136133957802,37.48477266718475
19,3200000-102-2022-00005,20221202,영업/정상,영업,,93.82,151892,서울특별시 관악구 신림동 1431-2,"서울특별시 관악구 신림로 371, 지하1층 (신림동)",8760,상한가 노래빠,2022-12-02 15:55:57,2021-11-02 00:04:00.0,룸살롱,193615.55258116,442794.004950574,126.9286002296088,37.48732063735997
20,3200000-102-2000-10502,20000901,영업/정상,영업,02 8753379,86.54,151890,서울특별시 관악구 신림동 1423-19,서울특별시 관악구 봉천로12길 63 (신림동),8754,로얄,2022-04-14 16:33:58,2021-12-03 23:06:00.0,룸살롱,193768.214700377,442644.882774357,126.93032764752436,37.48597809888102
21,3200000-102-2001-11096,20010726,영업/정상,영업,02 8623310,95.69,151903,서울특별시 관악구 신림동 1655-23,"서울특별시 관악구 시흥대로 552-1, 지하1층 (신림동)",8768,New레이스노래바,2022-08-18 14:31:20,2021-12-07 22:00:00.0,룸살롱,191217.026445816,442233.874417452,126.9014869546222,37.48225401340006
22,3200000-102-2016-00004,2016-07-13,영업/정상,영업,,226.03,151-930,서울특별시 관악구 신림동 1640-38,서울특별시 관악구 신림로59길 12 (신림동),8776,썸 노래타운,2023-02-16 13:33:27,2022-12-01 23:08:00.0,고고(디스코)클럽,193654.690899311,442350.522803581,126.92904662411524,37.48332513376866
23,3200000-102-2012-00011,2012-12-20,영업/정상,영업,02  876 8090,503.22,151-930,서울특별시 관악구 신림동 1640-31,"서울특별시 관악구 신림로59길 14, 4층 (신림동)",8776,락휴노래타운,2023-02-16 14:51:53,2022-12-01 23:08:00.0,고고(디스코)클럽,193630.488645251,442347.332984944,126.92877301286164,37.48329622533405
24,3200000-102-1978-07839,19780704,영업/정상,영업,02 8784437,87.08,151849,서울특별시 관악구 봉천동 1674-20,서울특별시 관악구 남부순환로 1881 (봉천동),8739,플라워노래빠,2022-04-19 15:37:08,2021-12-03 22:01:00.0,룸살롱,196277.873623678,441900.422196056,126.95870756710607,37.47928418875627
25,3200000-102-2001-11185,2001-06-01,영업/정상,영업,02 8645716,28.93,151-876,서울특별시 관악구 신림동 530-4 지상1층,"서울특별시 관악구 조원로18길 29 (신림동,지상1층)",8767,뜨락,2023-02-06 16:55:57,2022-12-02 00:08:00.0,룸살롱,192321.146978145,442300.824077576,126.91396963807594,37.482867138661135
26,3200000-102-2003-00010,20030707,영업/정상,영업,02 5833784,77.75,151800,서울특별시 관악구 남현동 1061-25 지하1층,"서울특별시 관악구 과천대로 949 (남현동,지하1층)",8807,자이안트,2022-04-27 14:09:20,2021-12-03 22:09:00.0,룸살롱,198278.438025281,441456.81594997,126.98132651832144,37.47529331570759
27,3200000-102-2000-07769,2000-01-31,영업/정상,영업,02 8111103,83.58,151-876,서울특별시 관악구 신림동 538-35,"서울특별시 관악구 난곡로65길 3 (신림동, 지하1층)",8767,딸기노래빠,2023-02-24 15:19:17,2022-12-01 22:06:00.0,기타,192328.358750155,442236.449070109,126.9140518524253,37.48228717992299
28,3200000-102-2003-00013,20031216,영업/정상,영업,02 583 3784,74.89,151800,서울특별시 관악구 남현동 1061-25,"서울특별시 관악구 과천대로 949, 지하1층 (남현동)",8807,마카오노래짱,2022-10-12 15:15:16,2021-10-30 23:04:00.0,고고(디스코)클럽,198278.438025281,441456.81594997,126.98132651832144,37.47529331570759
29,3200000-102-2012-00009,2012-09-04,영업/정상,영업,02  868 1051,1302.26,151-902,서울특별시 관악구 신림동 1643,"서울특별시 관악구 시흥대로 578, 지하1층 (신림동)",8700,구디별밤,2023-02-24 09:40:02,2022-12-01 22:06:00.0,기타,191376.602183978,442456.748277117,126.90328851781368,37.48426362066461
30,3200000-102-2009-00012,2009-11-25,영업/정상,영업,,71.21,151-892,서울특별시 관악구 신림동 1431-10,"서울특별시 관악구 신림로 363-1, 3층 (신림동)",8760,선물 노래클럽,2023-02-03 11:45:18,2022-12-02 00:05:00.0,룸살롱,193646.560679034,442722.612162982,126.92895145878356,37.48667760410126
31,3200000-102-2000-07744,20000509,영업/정상,영업,02 8380066,79.31,151903,서울특별시 관악구 신림동 1655,"서울특별시 관악구 시흥대로 570, 지하1층 (신림동)",8769,수,2022-05-17 09:59:38,2021-12-04 23:09:00.0,기타,191303.792863813,442376.389028958,126.90246625632224,37.4835388966294
32,3200000-102-2016-00003,20160504,영업/정상,영업,,70.30,151892,서울특별시 관악구 신림동 1432-68번지 ,"서울특별시 관악구 신림로67길 5, 지하1층 (신림동)",8760,골드,2019-04-23 10:45:54,2019-04-25 02:40:00.0,노래클럽,193647.640968801,442655.087922177,126.92896426178056,37.48606921804103
33,3200000-102-1978-07760,19780817,영업/정상,영업,02  867 3611,80.40,151904,서울특별시 관악구 신림동 1669-8번지 지하1층 ,"서울특별시 관악구 남부순환로 1387 (신림동,지하1층)",8765,열창노래밤,2014-03-17 14:37:57,2018-08-31 23:59:59.0,룸살롱,191515.619722631,442019.817395065,126.90486538787292,37.48032816840541
34,3200000-102-2002-00001,20020304,영업/정상,영업,02 8530070,337.30,151894,서울특별시 관악구 신림동 1474-23 ,"서울특별시 관악구 남부순환로 1474, 지하1층 (신림동)",8771,아카데미 스탠드빠. 노래바,2021-06-09 10:46:17,2021-06-11 02:40:00.0,스텐드바,192342.66741419,442140.925842335,126.9142146301684,37.48142663471656
35,3200000-102-1986-07804,19861027,영업/정상,영업,02  879 1273,97.28,151891,서울특별시 관악구 신림동 1425-3 지하1층,"서울특별시 관악구 신림로70길 6, 지하1층 (신림동)",8753,B1노래빠,2022-06-21 09:12:51,2021-12-05 22:03:00.0,룸살롱,193675.984187553,442818.175103127,126.9292833171233,37.48753883015648
36,3200000-102-2002-00003,20020403,영업/정상,영업,02 8739954,67.82,151891,서울특별시 관악구 신림동 1425-13 ,"서울특별시 관악구 신림로 362, 지하1층 (신림동)",8753,두바이,2021-08-09 08:15:26,2021-08-11 02:40:00.0,룸살롱,193696.427549642,442721.31539019,126.92951530740518,37.48666626511173
37,3200000-102-2002-00004,20020408,영업/정상,영업,,65.10,151892,서울특별시 관악구 신림동 1433-114번지 지하1층 ,"서울특별시 관악구 남부순환로 1589 (신림동,지하1층)",8759,원투,2019-05-21 16:42:06,2019-05-23 02:40:00.0,룸살롱,193491.109023363,442451.099936196,126.92719621292528,37.48423018549576
38,3200000-102-2002-00005,20020411,영업/정상,영업,02 8722990,76.64,151890,서울특별시 관악구 신림동 1422-3번지 ,서울특별시 관악구 남부순환로185길 5 (신림동),8754,예랑노래,2019-05-09 14:41:11,2019-05-11 02:40:00.0,룸살롱,193943.316774088,442534.43767559,126.93230840058646,37.48498416433089
39,3200000-102-1987-07740,19870327,영업/정상,영업,02  877 1243,542.17,151930,서울특별시 관악구 신림동 1640-31번지 ,서울특별시 관악구 신림로59길 14 (신림동),8776,준코뮤직타운 신림2호점,2019-01-23 09:52:33,2019-01-25 02:40:00.0,고고(디스코)클럽,193630.488645251,442347.332984944,126.92877301286164,37.48329622533405
40,3200000-102-1999-11111,19990831,영업/정상,영업,02  875 0737,96.91,151890,"서울특별시 관악구 신림동 1421-41번지 48,49지하1층 ","서울특별시 관악구 신림로66길 20 (신림동,48,49지하1층)",8754,초코파이,2019-04-25 09:38:24,2019-04-27 02:40:00.0,룸살롱,193812.265841236,442582.038950851,126.9308262561732,37.48541217484144
41,3200000-102-1999-09467,19990911,영업/정상,영업,02 876 3155,78.30,151892,서울특별시 관악구 신림동 1432-50 지하1층 ,"서울특별시 관악구 신림로67길 14 (신림동,지하1층)",8760,뉴스타,2021-02-05 14:08:42,2021-02-07 02:40:00.0,룸살롱,193609.820973984,442664.555253934,126.92853655713604,37.486154255374366
42,3200000-102-1999-09428,19991007,영업/정상,영업,02  872 6954,53.48,151892,서울특별시 관악구 신림동 1431-19번지 ,서울특별시 관악구 신림로67길 6 (신림동),8760,찬스노래빠유흥주점,2019-08-21 10:40:07,2019-08-23 02:40:00.0,룸살롱,193636.137202873,442676.23448507,126.92883400686644,37.48625966868661
43,3200000-102-1999-09267,19991207,영업/정상,영업,02 8682778,89.07,151875,서울특별시 관악구 신림동 527-4 지하1층 ,"서울특별시 관악구 난곡로66길 8 (신림동,지하1층)",8761,황제 노래빠,2022-02-09 08:57:05,2022-02-11 02:40:00.0,룸살롱,192404.069803236,442253.439088232,126.91490767914362,37.482440890607634
44,3200000-102-2002-00011,20020830,영업/정상,영업,,43.55,151834,서울특별시 관악구 봉천동 851-3번지 ,서울특별시 관악구 관악로 204 (봉천동),8737,동경,2011-02-16 13:54:45,2018-08-31 23:59:59.0,룸살롱,195888.014021964,442308.732952529,126.9542975990231,37.48296139558453
45,3200000-102-1999-09324,19991118,영업/정상,영업,02 8544676,48.57,151876,서울특별시 관악구 신림동 538-2 지하1층,"서울특별시 관악구 남부순환로 1471 (신림동,지하1층)",8767,1.2.3.노래노래,2022-08-10 08:38:08,2021-12-07 23:03:00.0,룸살롱,192342.519273529,442214.191245685,126.91421218728348,37.482086755207
46,3200000-102-1999-09293,19991130,영업/정상,영업,,90.99,151800,서울특별시 관악구 남현동 1062-15,"서울특별시 관악구 남현1길 58, 지하2층 (남현동)",8806,남현 JMC(제이엠씨),2022-11-03 14:40:50,2021-11-01 00:05:00.0,룸살롱,198209.153690741,441502.542951079,126.9805431336174,37.47570518074162
47,3200000-102-1999-09670,19990611,영업/정상,영업,02  872 6888,68.30,151891,서울특별시 관악구 신림동 1425-9,서울특별시 관악구 신림로68길 9 (신림동),8753,99,2022-09-30 11:26:14,2021-10-31 00:02:00.0,룸살롱,193727.456510559,442715.01499032,126.9298662014875,37.48660971176957
48,3200000-102-2016-00005,20160905,영업/정상,영업,02 8827331,53.44,151930,서울특별시 관악구 신림동 1641-11 지하1층,서울특별시 관악구 신림로 322-3 (신림동),8777,A노래밤,2022-12-12 15:16:48,2021-11-01 23:04:00.0,룸살롱,193758.672607098,442324.492040958,126.93022250039166,37.483091311615006
49,3200000-102-2013-00004,20130828,영업/정상,영업,02  873 7959,53.71,151930,서울특별시 관악구 신림동 1639-21번지 ,"서울특별시 관악구 남부순환로 1594-6, 4층 (신림동)",8776,플라워뮤직,2015-11-10 13:21:34,2018-08-31 23:59:59.0,룸살롱,193562.320470182,442380.789481681,126.92800198470516,37.48359719158049
50,3200000-102-2003-00015,20031226,영업/정상,영업,02587 0333,43.05,151800,서울특별시 관악구 남현동 1061-59 ,서울특별시 관악구 과천대로 953 (남현동),8807,빙고,2021-07-22 09:26:05,2021-07-24 02:40:00.0,룸살롱,198275.013917658,441502.160724924,126.98128769817409,37.4757018666782
51,3200000-102-2001-07792,20010629,영업/정상,영업,02 8857756,86.61,151891,서울특별시 관악구 신림동 1428-5번지 ,서울특별시 관악구 봉천로 248 (신림동),8753,백만불,2014-04-30 10:56:02,2018-08-31 23:59:59.0,룸살롱,193638.099518708,442941.206069187,126.928853882184,37.488647076455166
52,3200000-102-1976-00001,19761209,영업/정상,영업,,95.22,151891,서울특별시 관악구 신림동 1429-16번지 ,"서울특별시 관악구 신림로 387, 지하1층 (신림동)",8707,보물섬,2020-04-02 16:13:52,2020-04-04 02:40:00.0,룸살롱,193567.255349472,442940.902180929,126.92805283920076,37.48864384307327
53,3200000-102-1977-07808,19770823,영업/정상,영업,02 8777865,94.74,151811,서울특별시 관악구 봉천동 859-1 ,서울특별시 관악구 중앙1가길 1 (봉천동),8745,별밤가요주점,2022-03-16 08:36:22,2022-03-18 02:40:00.0,카바레,195837.260161852,442361.085267664,126.95372346027987,37.48343285982418
54,3200000-102-1977-07833,19770904,영업/정상,영업,02 8833610,90.99,151891,서울특별시 관악구 신림동 1429-1번지 지하1층 ,"서울특별시 관악구 신림로 391 (신림동,지하1층)",8707,램프,2019-07-15 17:20:22,2019-07-17 02:40:00.0,룸살롱,193547.481187712,442986.213945228,126.92782884879492,37.48905196275627
55,3200000-102-1977-07777,19771111,영업/정상,영업,02  34742299,236.30,151800,서울특별시 관악구 남현동 1061-17번지 ,"서울특별시 관악구 과천대로 941, 지하1층 (남현동)",8807,준코뮤직타운 사당1호점,2019-01-23 09:48:54,2019-01-25 02:40:00.0,룸살롱,198278.931088754,441387.642519775,126.98133226007324,37.47467006221629
56,3200000-102-1977-07812,19771116,영업/정상,영업,,94.20,151834,서울특별시 관악구 봉천동 858-1번지 ,"서울특별시 관악구 봉천로 482, 지하1층 (봉천동)",8738,풀잎,2020-03-05 11:19:23,2020-03-07 02:40:00.0,룸살롱,195808.39718403,442170.016608274,126.95339822871485,37.48171119642391
57,3200000-102-2013-00001,20130116,영업/정상,영업,,57.66,151890,서울특별시 관악구 신림동 1422-6번지 ,"서울특별시 관악구 남부순환로 1633, 지하1층 (신림동)",8754,황금노래,2019-05-07 13:29:44,2019-05-09 02:40:00.0,룸살롱,193929.219227577,442519.630957965,126.93214912861512,37.48485066225932
58,3200000-102-2015-00001,20150519,영업/정상,영업,02  882 7738,65.08,151930,서울특별시 관악구 신림동 1640-30 ,"서울특별시 관악구 남부순환로176길 11, 2층 (신림동)",8776,퍼스트,2022-02-25 10:00:29,2022-02-27 02:40:00.0,스텐드바,193612.249353013,442364.884315111,126.92856663941018,37.48345423580051
59,3200000-102-2015-00002,20150610,영업/정상,영업,,94.39,151892,서울특별시 관악구 신림동 1433-88번지 ,"서울특별시 관악구 남부순환로 1595, 지하1층 (신림동)",8759,K9 노래,2020-05-09 14:30:59,2020-05-12 02:40:00.0,룸살롱,193536.030464395,442454.193464734,126.92770408907866,37.48425837657938
60,3200000-102-2015-00003,20151106,영업/정상,영업,,61.44,151890,서울특별시 관악구 신림동 1424-19번지 지하1층 ,"서울특별시 관악구 신림로 354, 지하1층 (신림동)",8754,비젼21노래빠,2015-11-06 11:11:49,2018-08-31 23:59:59.0,노래클럽,193727.444975053,442644.322203979,126.92986667932,37.485972769505096
61,3200000-102-2001-07790,20010623,영업/정상,영업,02 8829611,92.74,151892,서울특별시 관악구 신림동 1431-3,"서울특별시 관악구 신림로 369, 지하1층 (신림동)",8760,별나라,2022-11-02 16:35:24,2021-11-01 00:04:00.0,룸살롱,193620.638417218,442783.198406659,126.92865782945957,37.48722330586472
62,3200000-102-2019-00001,20190619,영업/정상,영업,,81.30,151891,서울특별시 관악구 신림동 1425-9 ,"서울특별시 관악구 신림로68길 9, 2층 (신림동)",8753,앵두노래빠,2021-07-29 08:14:05,2021-07-31 02:40:00.0,룸살롱,193727.456510559,442715.01499032,126.9298662014875,37.48660971176957
63,3200000-102-2019-00004,20190808,영업/정상,영업,,76.00,151890,서울특별시 관악구 신림동 1424-11 ,"서울특별시 관악구 신림로 356, 지하1층 1호 (신림동)",8754,깡노래빠,2021-10-20 14:24:39,2021-10-22 02:40:00.0,룸살롱,193715.720946633,442661.600592493,126.92973396974836,37.48612836737644
64,3200000-102-2019-00003,20190709,영업/정상,영업,,55.98,151892,서울특별시 관악구 신림동 1432-73번지 ,"서울특별시 관악구 신림로 353, 지하1층 (신림동)",8760,골든벨,2019-07-09 11:33:42,2019-07-11 02:21:33.0,룸살롱,193667.814824278,442621.679865443,126.92919265291452,37.48576835119263
