,count,addr,dist,long,lat,type
355,179,서울 관악구 신림동 산 28-37,0.54,126.9383,37.4653,cctv
356,180,서울 관악구 신림동 808-241,0.51,126.9302,37.4713,cctv
357,181,서울 관악구 신림동 382-4,0.51,126.9302,37.4712,cctv
358,182,서울 관악구 신림동 808-241,0.51,126.9302,37.4713,cctv
359,183,서울 관악구 신림동 379-12,0.51,126.9303,37.4714,cctv
360,184,서울 관악구 신림동 831,0.51,126.9303,37.4713,cctv
361,185,서울 관악구 신림동 360-6,0.44,126.9307,37.4693,cctv
362,186,서울 관악구 신림동 360-6,0.45,126.9306,37.4693,cctv
363,187,서울 관악구 신림동 403-6,0.54,126.9334,37.4742,cctv
364,188,서울 관악구 신림동 360-6,0.43,126.9308,37.4693,cctv
365,189,서울 관악구 신림동 403-6,0.54,126.9334,37.4742,cctv
366,190,서울 관악구 신림동 403-5,0.53,126.9335,37.4742,cctv
367,191,서울 관악구 신림동 105-34,0.49,126.9387,37.4734,cctv
368,192,서울 관악구 신림동 403-8,0.52,126.9335,37.4741,cctv
369,193,서울 관악구 신림동 105-165,0.48,126.9386,37.4734,cctv
370,194,서울 관악구 신림동 105-34,0.51,126.9387,37.4736,cctv
371,195,서울 관악구 신림동 103-58,0.51,126.9389,37.4735,cctv
372,196,서울 관악구 신림동 103-27,0.48,126.9388,37.4733,cctv
373,197,서울 관악구 신림동 103-27,0.55,126.9414,37.4716,cctv
374,198,서울 관악구 신림동 102-18,0.74,126.9423,37.4738,cctv
375,199,서울 관악구 신림동 102-18,0.74,126.9423,37.4738,cctv
376,200,서울 관악구 신림동 98-51,0.75,126.9423,37.4739,cctv
377,201,서울 관악구 신림동 98-205,0.74,126.9422,37.4739,cctv
378,202,서울 관악구 신림동 103-27,0.63,126.9421,37.4722,cctv
379,203,서울 관악구 신림동 95-92,0.89,126.9388,37.4773,cctv
380,204,서울 관악구 신림동 409-2,0.82,126.9338,37.4769,cctv
381,205,서울 관악구 신림동 409-202,0.8,126.9338,37.4768,cctv
382,206,서울 관악구 신림동 409-2,0.82,126.9337,37.4769,cctv
383,207,서울 관악구 신림동 408-35,0.81,126.9339,37.4769,cctv
384,208,서울 관악구 신림동 409-2,0.83,126.9338,37.477,cctv
385,209,서울 관악구 신림동 92-291,0.94,126.9368,37.4781,cctv
386,210,서울 관악구 신림동 92-291,0.92,126.9354,37.478,cctv
387,211,서울 관악구 신림동 92-291,0.91,126.9354,37.4779,cctv
388,212,서울 관악구 신림동 92-270,0.91,126.9355,37.4779,cctv
389,213,서울 관악구 신림동 92-238,0.93,126.9354,37.4781,cctv
390,214,서울 관악구 신림동 92-239,0.92,126.9353,37.478,cctv
391,215,서울 관악구 신림동 98-429,0.89,126.9431,37.4751,cctv
392,216,서울 관악구 신림동 321-9,0.91,126.9306,37.4626,cctv
393,217,서울 관악구 신림동 321-9,0.92,126.9306,37.4625,cctv
394,218,서울 관악구 신림동 94-35,0.73,126.9374,37.4761,cctv
395,219,서울 관악구 신림동 94-35,0.71,126.9375,37.4759,cctv
396,220,서울 관악구 신림동 94-35,0.73,126.9374,37.4761,cctv
397,221,서울 관악구 신림동 321-12,0.91,126.9307,37.4626,cctv
398,222,서울 관악구 신림동 321-9,0.9,126.9306,37.4627,cctv
399,223,서울 관악구 신림동 94-67,0.73,126.9376,37.4761,cctv
400,224,서울 관악구 신림동 94-35,0.71,126.9374,37.476,cctv
401,225,서울 관악구 신림동 105-29,0.55,126.9391,37.4739,cctv
402,226,서울 관악구 신림동 132,0.48,126.9409,37.4709,cctv
403,227,서울 관악구 신림동 132,0.49,126.941,37.4709,cctv
404,228,서울 관악구 신림동 산 3-8,0.47,126.9408,37.4709,cctv
405,229,서울 관악구 신림동 131-32,0.44,126.9404,37.4709,cctv
406,230,서울 관악구 신림동 103-27,0.47,126.9408,37.471,cctv
407,231,서울 관악구 신림동 408-35,0.61,126.935,37.4752,cctv
408,232,서울 관악구 신림동 1694-7,0.6,126.935,37.4751,cctv
409,233,서울 관악구 신림동 408-35,0.61,126.935,37.4752,cctv
410,234,서울 관악구 신림동 1694-5,0.61,126.9349,37.4752,cctv
411,235,서울 관악구 신림동 102-21,0.68,126.9415,37.4737,cctv
412,236,서울 관악구 신림동 산 68-2,0.72,126.9332,37.4636,cctv
413,237,서울 관악구 신림동 832,0.59,126.93,37.4726,cctv
414,238,서울 관악구 신림동 251-468,0.71,126.9402,37.4644,cctv
415,239,서울 관악구 신림동 401-18,0.63,126.9312,37.4741,cctv
416,240,서울 관악구 신림동 1540,0.03,126.9354,37.4698,cctv
417,241,서울 관악구 신림동 255-51,0.36,126.9363,37.4665,cctv
418,242,서울 관악구 신림동 646-258,0.96,126.9248,37.4696,cctv
419,243,서울 관악구 신림동 92-291,0.9,126.9368,37.4778,cctv
420,244,서울 관악구 신림동 92-291,0.9,126.9367,37.4778,cctv
421,245,서울 관악구 신림동 92-291,0.91,126.9368,37.4779,cctv
422,246,서울 관악구 신림동 96-69,0.6,126.9374,37.4749,cctv
423,247,서울 관악구 신림동 106-35,0.58,126.9374,37.4748,cctv
424,248,서울 관악구 신림동 106-11,0.58,126.9373,37.4748,cctv
425,249,서울 관악구 신림동 824,0.59,126.9373,37.4749,cctv
426,250,서울 관악구 신림동 120-35,0.33,126.9368,37.4726,cctv
427,251,서울 관악구 신림동 106-35,0.58,126.9374,37.4748,cctv
428,252,서울 관악구 신림동 120-90,0.36,126.9375,37.4726,cctv
429,253,서울 관악구 신림동 120-35,0.33,126.9368,37.4726,cctv
430,254,서울 관악구 신림동 108-125,0.35,126.9368,37.4727,cctv
431,255,서울 관악구 신림동 108-125,0.34,126.9367,37.4727,cctv
432,256,서울 관악구 신림동 306-92,0.62,126.9318,37.4651,cctv
433,257,서울 관악구 신림동 304-104,0.62,126.931,37.4656,cctv
434,258,서울 관악구 신림동 304-104,0.62,126.931,37.4656,cctv
435,259,서울 관악구 신림동 304-40,0.62,126.9309,37.4656,cctv
436,260,서울 관악구 신림동 304-96,0.63,126.931,37.4655,cctv
437,261,서울 관악구 신림동 1726-1,0.61,126.9289,37.4708,cctv
438,262,서울 관악구 신림동 371-6,0.62,126.9288,37.4707,cctv
439,263,서울 관악구 신림동 1726-1,0.61,126.9289,37.4708,cctv
440,264,서울 관악구 신림동 1726-1,0.62,126.9288,37.4708,cctv
441,265,서울 관악구 신림동 1530-2,0.14,126.9346,37.4688,cctv
442,266,서울 관악구 신림동 1555-3,0.15,126.9345,37.4688,cctv
443,267,서울 관악구 신림동 1530-2,0.14,126.9346,37.4688,cctv
444,268,서울 관악구 신림동 1530-2,0.13,126.9347,37.4688,cctv
445,269,서울 관악구 신림동 1530-2,0.13,126.9346,37.4689,cctv
446,270,서울 관악구 신림동 산 24-1,0.55,126.94,37.4661,cctv
447,271,서울 관악구 신림동 산 24-1,0.55,126.94,37.4661,cctv
448,272,서울 관악구 신림동 산 24-1,0.55,126.94,37.4661,cctv
449,273,서울 관악구 신림동 241-121,0.3,126.9389,37.4705,cctv
450,274,서울 관악구 신림동 241-121,0.3,126.9389,37.4705,cctv
451,275,서울 관악구 신림동 241-1,0.31,126.939,37.4705,cctv
452,276,서울 관악구 신림동 241-8,0.29,126.9389,37.4704,cctv
453,277,서울 관악구 신림동 251-15,0.31,126.9381,37.4677,cctv
454,278,서울 관악구 신림동 251-15,0.31,126.9381,37.4677,cctv
455,279,서울 관악구 신림동 251-15,0.3,126.9381,37.4678,cctv
456,280,서울 관악구 신림동 251-15,0.31,126.9381,37.4677,cctv
457,281,서울 관악구 신림동 255-203,0.6,126.9368,37.4644,cctv
458,282,서울 관악구 신림동 255-144,0.61,126.9367,37.4643,cctv
459,283,서울 관악구 신림동 255-144,0.6,126.9367,37.4644,cctv
460,284,서울 관악구 신림동 255-203,0.59,126.9369,37.4645,cctv
461,285,서울 관악구 신림동 222-3,0.64,126.9429,37.4697,cctv
462,286,서울 관악구 신림동 222-3,0.64,126.9429,37.4696,cctv
463,287,서울 관악구 신림동 222-3,0.64,126.9429,37.4698,cctv
464,288,서울 관악구 신림동 223-3,0.63,126.9428,37.4697,cctv
465,289,서울 관악구 신림동 1527,0.17,126.9338,37.47,cctv
466,290,서울 관악구 신림동 1527,0.16,126.9339,37.4699,cctv
467,291,서울 관악구 신림동 1527,0.17,126.9338,37.4701,cctv
468,292,서울 관악구 신림동 1527,0.19,126.9336,37.47,cctv
469,293,서울 관악구 신림동 1527,0.18,126.9337,37.4699,cctv
470,294,서울 관악구 신림동 364-49,0.59,126.9291,37.4704,cctv
471,295,서울 관악구 신림동 835-2,0.59,126.9291,37.4705,cctv
472,296,서울 관악구 신림동 371-20,0.59,126.929,37.4704,cctv
473,297,서울 관악구 신림동 835-4,0.6,126.9289,37.4703,cctv
474,298,서울 관악구 신림동 808-495,0.28,126.9327,37.4706,cctv
475,299,서울 관악구 신림동 808-142,0.28,126.9327,37.4705,cctv
476,300,서울 관악구 신림동 808-142,0.28,126.9327,37.4705,cctv
477,301,서울 관악구 신림동 808-726,0.62,126.9302,37.4663,cctv
478,302,서울 관악구 신림동 808-725,0.63,126.9301,37.4662,cctv
479,303,서울 관악구 신림동 808-726,0.61,126.9304,37.4662,cctv
480,304,서울 관악구 신림동 808-725,0.62,126.9301,37.4663,cctv
481,305,서울 관악구 신림동 103-27,0.54,126.9399,37.4733,cctv
482,306,서울 관악구 신림동 103-27,0.55,126.9398,37.4734,cctv
483,307,서울 관악구 신림동 103-27,0.55,126.94,37.4733,cctv
484,308,서울 관악구 신림동 103-27,0.54,126.9398,37.4733,cctv
485,309,서울 관악구 신림동 103-27,0.54,126.94,37.4732,cctv
486,310,서울 관악구 신림동 1564-76,0.73,126.9394,37.4756,cctv
487,311,서울 관악구 신림동 1564-76,0.74,126.9395,37.4756,cctv
488,312,서울 관악구 신림동 1564-76,0.73,126.9394,37.4756,cctv
489,313,서울 관악구 신림동 94-77,0.72,126.9394,37.4755,cctv
490,314,서울 관악구 신림동 94-77,0.6,126.9399,37.474,cctv
491,315,서울 관악구 신림동 산 2-13,0.61,126.94,37.474,cctv
492,316,서울 관악구 신림동 산 2-13,0.61,126.94,37.474,cctv
493,317,서울 관악구 신림동 102-5,0.6,126.94,37.4739,cctv
494,318,서울 관악구 신림동 102-5,0.6,126.94,37.4739,cctv
495,319,서울 관악구 신림동 1694,0.57,126.933,37.4744,cctv
496,320,서울 관악구 신림동 1694,0.57,126.9331,37.4744,cctv
497,321,서울 관악구 신림동 1694,0.57,126.9328,37.4743,cctv
498,322,서울 관악구 신림동 1694-2,0.79,126.9313,37.4759,cctv
499,323,서울 관악구 신림동 412-186,0.8,126.9312,37.476,cctv
500,324,서울 관악구 신림동 412-138,0.78,126.931,37.4757,cctv
501,325,서울 관악구 신림동 412-138,0.78,126.9311,37.4757,cctv
502,326,서울 관악구 신림동 1694,0.76,126.9308,37.4754,cctv
503,327,서울 관악구 신림동 94-125,0.62,126.938,37.475,cctv
504,328,서울 관악구 신림동 96-20,0.62,126.9381,37.475,cctv
505,329,서울 관악구 신림동 94-125,0.62,126.938,37.475,cctv
506,330,서울 관악구 봉천동 1693-15,0.96,126.9399,37.4777,cctv
507,331,서울 관악구 봉천동 1732-6,0.97,126.94,37.4777,cctv
508,332,서울 관악구 봉천동 1693-15,0.96,126.94,37.4776,cctv
509,333,서울 관악구 봉천동 1537-3,0.96,126.9398,37.4777,cctv
510,334,서울 관악구 신림동 1564-15,0.89,126.941,37.4765,cctv
511,335,서울 관악구 신림동 1564-15,0.89,126.9411,37.4765,cctv
512,336,서울 관악구 봉천동 1730-1,0.91,126.941,37.4767,cctv
513,337,서울 관악구 신림동 1564-76,0.86,126.9412,37.4761,cctv
514,338,서울 관악구 신림동 1564-76,0.87,126.9413,37.4762,cctv
515,339,서울 관악구 신림동 98-397,0.88,126.9419,37.4759,cctv
516,340,서울 관악구 신림동 1564-76,0.84,126.9409,37.476,cctv
517,341,서울 관악구 신림동 98-393,0.89,126.9419,37.476,cctv
518,342,서울 관악구 봉천동 1732-9,0.89,126.942,37.476,cctv
519,343,서울 관악구 봉천동 850-3,0.9,126.9425,37.4757,cctv
520,344,서울 관악구 신림동 98-400,0.88,126.9423,37.4757,cctv
521,345,서울 관악구 봉천동 1732-9,0.9,126.9425,37.4758,cctv
522,346,서울 관악구 봉천동 850-3,0.9,126.9425,37.4757,cctv
523,347,서울 관악구 신림동 306-6,0.55,126.9324,37.4655,cctv
524,348,서울 관악구 신림동 305-21,0.55,126.9323,37.4656,cctv
525,349,서울 관악구 신림동 306-6,0.55,126.9324,37.4655,cctv
526,350,서울 관악구 신림동 306-77,0.57,126.9323,37.4654,cctv
527,351,서울 관악구 신림동 산 68-1,0.56,126.9323,37.4655,cctv
528,352,서울 관악구 신림동 237-9,0.47,126.9409,37.4705,cctv
529,353,서울 관악구 신림동 237-9,0.47,126.9409,37.4705,cctv
530,354,서울 관악구 신림동 237-26,0.48,126.941,37.4705,cctv
531,355,서울 관악구 신림동 237-3,0.46,126.9408,37.4705,cctv
532,356,서울 관악구 신림동 1562-14,0.39,126.9341,37.4664,cctv
533,357,서울 관악구 신림동 1562-14,0.39,126.9342,37.4664,cctv
534,358,서울 관악구 신림동 1558,0.38,126.9341,37.4665,cctv
535,359,서울 관악구 신림동 1560-23,0.39,126.934,37.4665,cctv
536,360,서울 관악구 신림동 295-16,0.38,126.9318,37.4682,cctv
537,361,서울 관악구 신림동 808-503,0.39,126.9317,37.4682,cctv
538,362,서울 관악구 신림동 808-503,0.39,126.9317,37.4682,cctv
539,363,서울 관악구 신림동 산 28-37,0.62,126.939,37.4648,cctv
540,364,서울 관악구 신림동 산 28-37,0.62,126.939,37.4648,cctv
541,365,서울 관악구 신림동 산 28-37,0.63,126.9391,37.4648,cctv
542,366,서울 관악구 신림동 산 28-37,0.62,126.939,37.4648,cctv
543,367,서울 관악구 신림동 산 28-37,0.63,126.9391,37.4648,cctv
544,368,서울 관악구 신림동 108-103,0.29,126.9356,37.4723,cctv
545,369,서울 관악구 신림동 107-135,0.29,126.9354,37.4723,cctv
546,370,서울 관악구 신림동 107-135,0.29,126.9355,37.4723,cctv
547,371,서울 관악구 신림동 107-135,0.28,126.9355,37.4722,cctv
548,372,서울 관악구 신림동 1564-76,0.82,126.9391,37.4766,cctv
549,373,서울 관악구 신림동 94-72,0.81,126.939,37.4765,cctv
550,374,서울 관악구 신림동 95-132,0.81,126.9391,37.4765,cctv
551,375,서울 관악구 신림동 95-132,0.82,126.939,37.4766,cctv
552,376,서울 관악구 신림동 408-180,0.73,126.9365,37.4763,cctv
553,377,서울 관악구 신림동 408-35,0.75,126.9364,37.4764,cctv
554,378,서울 관악구 신림동 408-35,0.76,126.9364,37.4765,cctv
555,379,서울 관악구 신림동 412-138,0.88,126.9302,37.4763,cctv
556,380,서울 관악구 신림동 412-138,0.88,126.9302,37.4763,cctv
557,381,서울 관악구 신림동 412-103,0.88,126.9301,37.4763,cctv
558,382,서울 관악구 신림동 412-138,0.89,126.9302,37.4764,cctv
559,383,서울 관악구 신림동 412-191,0.87,126.9303,37.4763,cctv
560,384,서울 관악구 신림동 409-1,0.98,126.9322,37.4781,cctv
561,385,서울 관악구 신림동 409-1,0.98,126.9322,37.4781,cctv
562,386,서울 관악구 신림동 409-401,0.99,126.9321,37.4782,cctv
563,387,서울 관악구 봉천동 1693-13,0.99,126.9396,37.4781,cctv
564,388,서울 관악구 신림동 94-254,0.99,126.9394,37.4781,cctv
565,389,서울 관악구 신림동 251-15,0.5,126.939,37.4661,cctv
566,390,서울 관악구 신림동 251-15,0.5,126.9391,37.4661,cctv
567,391,서울 관악구 신림동 251-15,0.5,126.939,37.4661,cctv
568,392,서울 관악구 신림동 244-130,0.44,126.9407,37.4694,cctv
569,393,서울 관악구 신림동 244-21,0.44,126.9406,37.4693,cctv
570,394,서울 관악구 신림동 244-17,0.44,126.9406,37.4694,cctv
571,395,서울 관악구 신림동 1726-1,0.68,126.928,37.4706,cctv
572,396,서울 관악구 신림동 370-2,0.68,126.9281,37.4706,cctv
573,397,서울 관악구 신림동 1726-1,0.68,126.928,37.4706,cctv
574,398,서울 관악구 신림동 244-17,0.45,126.9407,37.4692,cctv
575,399,서울 관악구 신림동 409-315,0.81,126.9314,37.4762,cctv
576,400,서울 관악구 신림동 409-315,0.81,126.9314,37.4762,cctv
577,401,서울 관악구 신림동 409-2,0.82,126.9314,37.4763,cctv
578,402,서울 관악구 신림동 409-203,0.73,126.9335,37.4761,cctv
579,403,서울 관악구 신림동 409-203,0.74,126.9334,37.4761,cctv
580,404,서울 관악구 신림동 409-143,0.73,126.9336,37.4761,cctv
581,405,서울 관악구 신림동 409-2,0.81,126.9315,37.4762,cctv
582,406,서울 관악구 신림동 412-138,0.91,126.9293,37.4761,cctv
583,407,서울 관악구 신림동 412-138,0.9,126.9294,37.4761,cctv
584,408,서울 관악구 신림동 412-138,0.91,126.9293,37.4761,cctv
585,409,서울 관악구 신림동 412-138,0.91,126.9293,37.4761,cctv
586,410,서울 관악구 신림동 412-138,0.91,126.9293,37.4761,cctv
587,411,서울 관악구 신림동 112-32,0.39,126.9341,37.473,cctv
588,412,서울 관악구 신림동 838-2,0.38,126.9341,37.4729,cctv
589,413,서울 관악구 신림동 112-32,0.39,126.934,37.473,cctv
590,414,서울 관악구 신림동 110-93,0.4,126.9342,37.4731,cctv
591,415,서울 관악구 신림동 110-5,0.39,126.9342,37.473,cctv
592,416,서울 관악구 신림동 127-115,0.39,126.9377,37.4728,cctv
593,417,서울 관악구 신림동 127-110,0.4,126.9377,37.4729,cctv
594,418,서울 관악구 신림동 127-115,0.39,126.9378,37.4728,cctv
595,419,서울 관악구 신림동 808-495,0.31,126.9322,37.4702,cctv
596,420,서울 관악구 신림동 808-117,0.31,126.9322,37.4703,cctv
597,421,서울 관악구 신림동 808-495,0.31,126.9323,37.4704,cctv
598,422,서울 관악구 신림동 808-117,0.31,126.9323,37.4705,cctv
599,423,서울 관악구 신림동 808-496,0.31,126.9324,37.4707,cctv
600,424,서울 관악구 신림동 808-117,0.31,126.9324,37.4706,cctv
601,425,서울 관악구 신림동 808-117,0.31,126.9324,37.4706,cctv
602,426,서울 관악구 신림동 808-117,0.3,126.9325,37.4707,cctv
603,427,서울 관악구 신림동 808-117,0.31,126.9325,37.4708,cctv
604,428,서울 관악구 신림동 390-1,0.31,126.9325,37.4709,cctv
605,429,서울 관악구 신림동 1552-11,0.31,126.9369,37.4671,cctv
606,430,서울 관악구 신림동 1552-19,0.32,126.937,37.467,cctv
607,431,서울 관악구 신림동 1552-11,0.31,126.9369,37.4671,cctv
608,432,서울 관악구 신림동 1521,0.11,126.9367,37.4703,cctv
609,433,서울 관악구 신림동 1521,0.1,126.9366,37.4703,cctv
610,434,서울 관악구 신림동 1521,0.12,126.9368,37.4703,cctv
611,435,서울 관악구 신림동 1521,0.1,126.9367,37.4702,cctv
612,436,서울 관악구 신림동 1515-3,0.12,126.9367,37.4704,cctv
613,437,서울 관악구 신림동 254-2,0.4,126.9354,37.4661,cctv
614,438,서울 관악구 신림동 254-2,0.4,126.9354,37.4661,cctv
615,439,서울 관악구 신림동 255-99,0.39,126.9354,37.4662,cctv
616,440,서울 관악구 신림동 255-95,0.4,126.9355,37.4661,cctv
617,441,서울 관악구 신림동 1558,0.3,126.9348,37.4671,cctv
618,442,서울 관악구 신림동 1561-6,0.3,126.9347,37.4671,cctv
619,443,서울 관악구 신림동 1558,0.31,126.9348,37.467,cctv
620,444,서울 관악구 신림동 1558,0.3,126.9348,37.4671,cctv
621,445,서울 관악구 신림동 92-403,0.97,126.9365,37.4784,cctv
622,446,서울 관악구 신림동 92-211,0.96,126.9366,37.4783,cctv
623,447,서울 관악구 신림동 92-402,0.97,126.9364,37.4784,cctv
624,448,서울 관악구 신림동 406-86,0.53,126.9352,37.4745,cctv
625,449,서울 관악구 신림동 1694,0.54,126.9351,37.4746,cctv
626,450,서울 관악구 신림동 406-73,0.52,126.9352,37.4744,cctv
627,451,서울 관악구 신림동 1694,0.54,126.9353,37.4746,cctv
628,452,서울 관악구 신림동 406-7,0.53,126.935,37.4745,cctv
629,453,서울 관악구 신림동 1704-14,0.75,126.9301,37.4646,cctv
630,454,서울 관악구 신림동 1704-15,0.74,126.9303,37.4646,cctv
631,455,서울 관악구 신림동 1704-13,0.74,126.9301,37.4647,cctv
632,456,서울 관악구 신림동 808-632,0.76,126.9302,37.4644,cctv
633,457,서울 관악구 신림동 95-92,0.87,126.9399,37.4768,cctv
634,458,서울 관악구 신림동 95-92,0.86,126.94,37.4767,cctv
635,459,서울 관악구 신림동 95-56,0.87,126.94,37.4768,cctv
636,460,서울 관악구 신림동 95-66,0.87,126.9398,37.4768,cctv
637,461,서울 관악구 신림동 103-27,0.57,126.9419,37.4712,cctv
638,462,서울 관악구 신림동 103-27,0.58,126.942,37.4711,cctv
639,463,서울 관악구 신림동 103-27,0.57,126.9418,37.4713,cctv
640,464,서울 관악구 신림동 395-1,0.5,126.9328,37.4736,cctv
641,465,서울 관악구 신림동 395-1,0.5,126.9328,37.4736,cctv
642,466,서울 관악구 신림동 395-1,0.49,126.9328,37.4735,cctv
643,467,서울 관악구 신림동 289-3,0.23,126.934,37.4713,cctv
644,468,서울 관악구 신림동 289-3,0.24,126.934,37.4714,cctv
645,469,서울 관악구 신림동 289-3,0.24,126.934,37.4714,cctv
646,470,서울 관악구 신림동 286-24,0.23,126.9342,37.4714,cctv
647,471,서울 관악구 신림동 289-3,0.25,126.934,37.4715,cctv
648,472,서울 관악구 신림동 646-498,0.95,126.925,37.4684,cctv
649,473,서울 관악구 신림동 646-330,0.96,126.925,37.4683,cctv
650,474,서울 관악구 신림동 646-330,0.96,126.9249,37.4684,cctv
651,475,서울 관악구 신림동 102-97,0.61,126.9405,37.4737,cctv
652,476,서울 관악구 신림동 102-97,0.61,126.9405,37.4737,cctv
653,477,서울 관악구 신림동 102-70,0.62,126.9404,37.4738,cctv
654,478,서울 관악구 신림동 산 2-20,0.61,126.9405,37.4736,cctv
655,479,서울 관악구 신림동 836-1,0.44,126.9307,37.4691,cctv
656,480,서울 관악구 신림동 836-1,0.44,126.9307,37.4691,cctv
657,481,서울 관악구 신림동 836-1,0.44,126.9307,37.4691,cctv
658,482,서울 관악구 신림동 836-1,0.46,126.9305,37.4691,cctv
659,483,서울 관악구 신림동 836-1,0.44,126.9308,37.4691,cctv
660,484,서울 관악구 신림동 836-1,0.44,126.9307,37.4691,cctv
661,485,서울 관악구 신림동 254-142,0.6,126.9357,37.4643,cctv
662,486,서울 관악구 신림동 364-37,0.51,126.93,37.4706,cctv
663,487,서울 관악구 신림동 364-40,0.52,126.9299,37.4704,cctv
664,488,서울 관악구 신림동 808-413,0.46,126.9331,37.4733,cctv
665,489,서울 관악구 신림동 395-48,0.47,126.9331,37.4734,cctv
666,490,서울 관악구 신림동 808-413,0.45,126.9331,37.4732,cctv
667,491,서울 관악구 신림동 395-49,0.46,126.933,37.4733,cctv
668,492,서울 관악구 신림동 254-296,0.56,126.9359,37.4647,cctv
669,493,서울 관악구 신림동 98-51,0.78,126.9427,37.474,cctv
670,494,서울 관악구 신림동 254-72,0.56,126.936,37.4647,cctv
671,495,서울 관악구 신림동 254-106,0.57,126.9359,37.4646,cctv
672,496,서울 관악구 신림동 254-72,0.56,126.936,37.4647,cctv
673,497,서울 관악구 신림동 255-144,0.61,126.9363,37.4643,cctv
674,498,서울 관악구 신림동 359-45,0.51,126.9303,37.468,cctv
675,499,서울 관악구 신림동 359-14,0.52,126.9303,37.4679,cctv
676,500,서울 관악구 신림동 364-14,0.49,126.9302,37.4705,cctv
677,501,서울 관악구 신림동 364-1,0.48,126.9303,37.4705,cctv
678,502,서울 관악구 신림동 110-42,0.28,126.9349,37.4722,cctv
679,503,서울 관악구 신림동 362-33,0.47,126.9304,37.4702,cctv
680,504,서울 관악구 신림동 362-33,0.47,126.9304,37.4702,cctv
681,505,서울 관악구 신림동 363-7,0.5,126.93,37.4695,cctv
682,506,서울 관악구 신림동 254-159,0.59,126.9344,37.4645,cctv
683,507,서울 관악구 신림동 254-34,0.58,126.9344,37.4646,cctv
684,508,서울 관악구 신림동 254-159,0.59,126.9344,37.4645,cctv
685,509,서울 관악구 신림동 808-117,0.34,126.9332,37.4721,cctv
686,510,서울 관악구 신림동 808-117,0.34,126.9332,37.4721,cctv
687,511,서울 관악구 신림동 808-1,0.34,126.9334,37.4722,cctv
688,512,서울 관악구 신림동 808-70,0.36,126.9331,37.4722,cctv
689,513,서울 관악구 신림동 408-107,0.59,126.9354,37.475,cctv
690,514,서울 관악구 신림동 378-12,0.5,126.9306,37.4718,cctv
691,515,서울 관악구 신림동 92-41,0.96,126.9342,37.4783,cctv
692,516,서울 관악구 신림동 92-291,0.95,126.9341,37.4782,cctv
693,517,서울 관악구 신림동 92-41,0.96,126.9342,37.4783,cctv
694,518,서울 관악구 신림동 92-291,0.95,126.9342,37.4782,cctv
695,519,서울 관악구 신림동 412-24,0.91,126.9301,37.4766,cctv
696,520,서울 관악구 신림동 412-138,0.96,126.9281,37.4759,cctv
697,521,서울 관악구 신림동 산 159-51,0.97,126.9279,37.4759,cctv
698,522,서울 관악구 신림동 산 159-51,0.98,126.9279,37.476,cctv
699,523,서울 관악구 신림동 산 159-51,0.96,126.9279,37.4758,cctv
700,524,서울 관악구 신림동 1721-6,0.58,126.9294,37.4713,cctv
701,525,서울 관악구 신림동 401-27,0.66,126.9312,37.4745,cctv
702,526,서울 관악구 신림동 401-27,0.66,126.9312,37.4745,cctv
703,527,서울 관악구 신림동 395-65,0.47,126.9327,37.4732,cctv
704,528,서울 관악구 신림동 395-1,0.45,126.9328,37.4731,cctv
705,529,서울 관악구 신림동 1743,0.56,126.9364,37.4747,cctv
706,530,서울 관악구 신림동 105-24,0.46,126.9372,37.4737,cctv
707,531,서울 관악구 신림동 105-17,0.45,126.9371,37.4736,cctv
708,532,서울 관악구 신림동 1743,0.57,126.9365,37.4748,cctv
709,533,서울 관악구 신림동 107-103,0.55,126.9364,37.4746,cctv
710,534,서울 관악구 신림동 254-119,0.56,126.935,37.4647,cctv
711,535,서울 관악구 신림동 254-251,0.34,126.9354,37.4667,cctv
712,536,서울 관악구 신림동 254-129,0.57,126.9351,37.4646,cctv
713,537,서울 관악구 신림동 254-251,0.33,126.9354,37.4668,cctv
714,538,서울 관악구 신림동 254-275,0.34,126.9355,37.4667,cctv
715,539,서울 관악구 신림동 254-264,0.34,126.9353,37.4667,cctv
716,540,서울 관악구 신림동 251-194,0.39,126.938,37.4667,cctv
717,541,서울 관악구 신림동 251-180,0.36,126.9383,37.4673,cctv
718,542,서울 관악구 신림동 251-194,0.38,126.938,37.4668,cctv
719,543,서울 관악구 신림동 251-15,0.35,126.9384,37.4674,cctv
720,544,서울 관악구 신림동 1558,0.24,126.9339,37.4681,cctv
721,545,서울 관악구 신림동 1558,0.24,126.9339,37.4681,cctv
722,546,서울 관악구 신림동 1555-20,0.23,126.934,37.4681,cctv
723,547,서울 관악구 신림동 1554-13,0.18,126.935,37.4682,cctv
724,548,서울 관악구 신림동 1558,0.2,126.935,37.468,cctv
725,549,서울 관악구 신림동 1558,0.17,126.9351,37.4683,cctv
726,550,서울 관악구 신림동 1546-13,0.19,126.9352,37.4681,cctv
727,551,서울 관악구 신림동 1554-13,0.18,126.9349,37.4682,cctv
728,552,서울 관악구 신림동 386-10,0.41,126.9312,37.4708,cctv
729,553,서울 관악구 신림동 386-19,0.41,126.9312,37.4707,cctv
730,554,서울 관악구 신림동 386-10,0.41,126.9312,37.4708,cctv
731,555,서울 관악구 신림동 384-3,0.43,126.931,37.4707,cctv
732,556,서울 관악구 신림동 385-11,0.44,126.9309,37.4709,cctv
